// 0=0.0, 1=0.02, 2=0.04, 3=0.06, 4=0.08, 5=0.099999994, 6=0.12, 7=0.14, 8=0.16, 9=0.17999999, 10=0.19999999, 11=0.22, 12=0.24, 13=0.26, 14=0.28, 15=0.29999998, 16=0.32, 17=0.34, 18=0.35999998, 19=0.38, 20=0.39999998, 21=0.42, 22=0.44, 23=0.45999998, 24=0.48, 25=0.5, 26=0.52, 27=0.53999996, 28=0.56, 29=0.58, 30=0.59999996, 31=0.62, 32=0.64, 33=0.65999997, 34=0.68, 35=0.7, 36=0.71999997, 37=0.74, 38=0.76, 39=0.78, 40=0.79999995, 41=0.82, 42=0.84, 43=0.85999995, 44=0.88, 45=0.9, 46=0.91999996, 47=0.94, 48=0.96, 49=0.97999996, 50=1.0, C=500.00, beta=0
iter,bestVal,preEval,reg-penalty,currVal,currSeq
0,801.009,801.009,0.000,801.009277,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,450.983,450.983,0.000,450.983459,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,450.983,848.336,0.000,848.335754,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,450.983,823.224,0.000,823.224304,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,450.983,539.844,0.000,539.843750,3,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,450.983,687.509,0.000,687.508667,5,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,450.983,470.353,0.000,470.353394,1,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,450.983,721.141,0.000,721.140808,6,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,450.983,775.437,0.000,775.436951,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,450.983,517.598,0.000,517.598450,2,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
